"X2-1","X2-2","X2-3","X4-1","X4-2","X4-3","X4-4","X4-5","X4-6","X4-7","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
0,0,1,1,0,0,0,0,0,0,0.138088348,151,86,110,9,9,1.25,169,175,57,0.7,356.3841555
0,0,1,1,0,0,0,0,0,0,0.15187143,151,86,110,9,9,1.25,169,175,57,0.7,54.04165228
0,0,1,1,0,0,0,0,0,0,0.155726228,151,86,110,9,9,1.25,169,175,57,0.7,57.07029513
0,0,1,1,0,0,0,0,0,0,0.156780243,151,86,110,9,9,1.25,169,175,57,0.7,62.6792981
0,0,1,1,0,0,0,0,0,0,0.157554697,151,86,110,9,9,1.25,169,175,261,0.7,56.570108
0,0,1,1,0,0,0,0,0,0,0.157554697,151,86,110,9,9,1.25,169,175,57,0.7,56.570108
0,0,1,1,0,0,0,0,0,0,0.158486901,151,86,110,9,9,1.25,169,175,57,0.7,61.06268799
0,0,1,1,0,0,0,0,0,0,0.161091762,151,86,110,9,9,1.25,169,175,57,0.7,61.32302678
0,0,1,1,0,0,0,0,0,0,0.163448526,151,86,110,9,9,1.25,169,175,261,0.7,56.30544787
0,0,1,1,0,0,0,0,0,0,0.163448526,151,86,110,9,9,1.25,169,175,57,0.7,56.30544787
0,0,1,1,0,0,0,0,0,0,0.877175311,151,86,110,9,9,1.25,169,175,261,0.7,63.21175015
0,0,1,1,0,0,0,0,0,0,1.106808437,151,86,110,9,9,1.25,169,175,57,0.7,43.98973308
0,0,1,1,0,0,0,0,0,0,1.317342777,151,86,110,9,9,1.25,169,175,261,0.7,49.7534774
0,0,1,1,0,0,0,0,0,0,1.317342777,151,86,110,9,9,1.25,169,175,57,0.7,49.7534774
0,0,1,1,0,0,0,0,0,0,1.319229691,151,86,110,9,9,1.25,169,175,57,0.7,65.45961154
0,0,1,1,0,0,0,0,0,0,1.34999141,151,86,110,9,9,1.25,169,175,261,0.7,43.66862708
0,0,1,1,0,0,0,0,0,0,1.34999141,151,86,110,9,9,1.25,169,175,57,0.7,43.66862708
0,0,1,1,0,0,0,0,0,0,1.361765318,151,86,110,9,9,1.25,169,175,261,0.7,48.86529697
0,0,1,1,0,0,0,0,0,0,1.361765318,151,86,110,9,9,1.25,169,175,57,0.7,48.86529697
0,0,1,1,0,0,0,0,0,0,1.372002596,151,86,110,9,9,1.25,169,175,261,0.7,64.22643654
0,0,1,1,0,0,0,0,0,0,1.372002596,151,86,110,9,9,1.25,169,175,57,0.7,64.22643654
0,0,1,1,0,0,0,0,0,0,1.37460022,151,86,110,9,9,1.25,169,175,261,0.7,63.83321418
0,0,1,1,0,0,0,0,0,0,1.37460022,151,86,110,9,9,1.25,169,175,57,0.7,63.83321418
0,0,1,1,0,0,0,0,0,0,1.37792527,151,86,110,9,9,1.25,169,175,261,0.7,67.92584557
0,0,1,1,0,0,0,0,0,0,1.37792527,151,86,110,9,9,1.25,169,175,57,0.7,67.92584557
0,0,1,1,0,0,0,0,0,0,1.378163018,151,86,110,9,9,1.25,169,175,261,0.7,63.25503765
0,0,1,1,0,0,0,0,0,0,1.378163018,151,86,110,9,9,1.25,169,175,57,0.7,63.25503765
0,0,1,1,0,0,0,0,0,0,1.379850395,151,86,110,9,9,1.25,169,175,261,0.7,350.9166291
0,0,1,1,0,0,0,0,0,0,1.382483726,151,86,110,9,9,1.25,169,175,261,0.7,62.45388994
0,0,1,1,0,0,0,0,0,0,1.3846381,151,86,110,9,9,1.25,169,175,261,0.7,68.9243909
0,0,1,1,0,0,0,0,0,0,1.387219781,151,86,110,9,9,1.25,169,175,261,0.7,67.21039532
0,0,1,1,0,0,0,0,0,0,1.387219781,151,86,110,9,9,1.25,169,175,57,0.7,67.21039532
0,0,1,1,0,0,0,0,0,0,1.389582592,151,86,110,9,9,1.25,169,175,261,0.7,53.72101258
0,0,1,1,0,0,0,0,0,0,1.389582592,151,86,110,9,9,1.25,169,175,57,0.7,53.72101258
0,0,1,1,0,0,0,0,0,0,1.39216433,151,86,110,9,9,1.25,169,175,261,0.7,45.38389135
0,0,1,1,0,0,0,0,0,0,1.392303136,151,86,110,9,9,1.25,169,175,261,0.7,64.27545759
0,0,1,1,0,0,0,0,0,0,1.392303136,151,86,110,9,9,1.25,169,175,57,0.7,64.27545759
0,0,1,1,0,0,0,0,0,0,1.393347416,151,86,110,9,9,1.25,169,175,261,0.7,37.92017722
0,0,1,1,0,0,0,0,0,0,1.393781219,151,86,110,9,9,1.25,169,175,261,0.7,30.8440505
0,0,1,1,0,0,0,0,0,0,1.393781219,151,86,110,9,9,1.25,169,175,57,0.7,30.8440505
0,0,1,1,0,0,0,0,0,0,1.393963519,151,86,110,9,9,1.25,169,175,57,0.7,36.09203663
0,0,1,1,0,0,0,0,0,0,1.396887649,151,86,110,9,9,1.25,169,175,261,0.7,44.3561499
0,0,1,1,0,0,0,0,0,0,1.396887649,151,86,110,9,9,1.25,169,175,57,0.7,44.3561499
0,0,1,1,0,0,0,0,0,0,1.397526585,151,86,110,9,9,1.25,169,175,261,0.7,55.05707566
0,0,1,1,0,0,0,0,0,0,1.397526585,151,86,110,9,9,1.25,169,175,57,0.7,55.05707566
0,0,1,1,0,0,0,0,0,0,1.398861351,151,86,110,9,9,1.25,169,175,261,0.7,59.42908223
0,0,1,1,0,0,0,0,0,0,1.398861351,151,86,110,9,9,1.25,169,175,57,0.7,59.42908223
0,0,1,1,0,0,0,0,0,0,1.40006472,151,86,110,9,9,1.25,169,175,57,0.7,31.46778241
0,0,1,1,0,0,0,0,0,0,1.400842788,151,86,110,9,9,1.25,169,175,261,0.7,60.2518884
0,0,1,1,0,0,0,0,0,0,1.400842788,151,86,110,9,9,1.25,169,175,57,0.7,60.2518884
0,0,1,1,0,0,0,0,0,0,1.401236464,151,86,110,9,9,1.25,169,175,261,0.7,347.3889219
0,0,1,1,0,0,0,0,0,0,1.401236464,151,86,110,9,9,1.25,169,175,57,0.7,347.3889219
0,0,1,1,0,0,0,0,0,0,1.410651472,151,86,110,9,9,1.25,169,175,261,0.7,63.45242218
0,0,1,1,0,0,0,0,0,0,1.410651472,151,86,110,9,9,1.25,169,175,57,0.7,63.45242218
0,0,1,1,0,0,0,0,0,0,1.411916397,151,86,110,9,9,1.25,169,175,261,0.7,59.56406306
0,0,1,1,0,0,0,0,0,0,1.411916397,151,86,110,9,9,1.25,169,175,57,0.7,59.56406306
0,0,1,1,0,0,0,0,0,0,1.418053011,151,86,110,9,9,1.25,169,175,57,0.7,29.05880432
0,0,1,1,0,0,0,0,0,0,1.428869934,151,86,110,9,9,1.25,169,175,261,0.7,43.11209796
0,0,1,1,0,0,0,0,0,0,1.428869934,151,86,110,9,9,1.25,169,175,57,0.7,43.11209796
0,0,1,1,0,0,0,0,0,0,1.439964809,151,86,110,9,9,1.25,169,175,261,0.7,34.44437878
0,0,1,1,0,0,0,0,0,0,1.439964809,151,86,110,9,9,1.25,169,175,57,0.7,34.44437878
0,0,1,1,0,0,0,0,0,0,1.444878222,151,86,110,9,9,1.25,169,175,261,0.7,41.22642373
0,0,1,1,0,0,0,0,0,0,1.452125166,151,86,110,9,9,1.25,169,175,57,0.7,67.88641371
0,0,1,1,0,0,0,0,0,0,1.458288337,151,86,110,9,9,1.25,169,175,261,0.7,66.42092602
0,0,1,1,0,0,0,0,0,0,1.459131908,151,86,110,9,9,1.25,169,175,261,0.7,53.62715202
0,0,1,1,0,0,0,0,0,0,1.459131908,151,86,110,9,9,1.25,169,175,57,0.7,53.62715202
0,0,1,1,0,0,0,0,0,0,1.47252181,151,86,110,9,9,1.25,169,175,261,0.7,47.53497353
0,0,1,1,0,0,0,0,0,0,1.499168579,151,86,110,9,9,1.25,169,175,261,0.7,47.46831536
0,0,1,1,0,0,0,0,0,0,1.499168579,151,86,110,9,9,1.25,169,175,57,0.7,47.46831536
0,0,1,1,0,0,0,0,0,0,1.544225435,151,86,110,9,9,1.25,169,175,261,0.7,67.98917393
0,0,1,1,0,0,0,0,0,0,1.638325821,151,86,110,9,9,1.25,169,175,261,0.7,59.94905563
0,0,1,1,0,0,0,0,0,0,1.638325821,151,86,110,9,9,1.25,169,175,57,0.7,59.94905563
0,0,1,1,0,0,0,0,0,0,1.726886749,151,86,110,9,9,1.25,169,175,57,0.7,50.08428142
0,0,1,1,0,0,0,0,0,0,1.935055599,151,86,110,9,9,1.25,169,175,261,0.7,60.97620754
0,0,1,1,0,0,0,0,0,0,2.083254879,151,86,110,9,9,1.25,169,175,261,0.7,68.96450735
0,0,1,1,0,0,0,0,0,0,2.083254879,151,86,110,9,9,1.25,169,175,57,0.7,68.96450735
0,0,1,1,0,0,0,0,0,0,2.231476949,151,86,110,9,9,1.25,169,175,261,0.7,61.81710081
0,0,1,1,0,0,0,0,0,0,2.231476949,151,86,110,9,9,1.25,169,175,57,0.7,61.81710081
